Subject,Group,Number,Condition,Order,Item,Outcome,Response,Correct,Relation,Score
202,MA,58,Two,BADCE-2,Flag-Two,3--3,no,pragmatic,entailment,0
202,MA,59,Two,BADCE-2,Triangle-Two,0--3,no,correct,truthconditional,1
202,MA,60,Two,BADCE-2,Ball-Two,2--3,yes,correct,truthconditional,1
203,MA,1,Some,DAEBC-1,Camera-Some,3--3,yes,semantic,entailment,1
203,MA,2,Some,DAEBC-1,Moon-Some,3--3,yes,semantic,entailment,1
203,MA,3,Some,DAEBC-1,Sun-Some,3--3,yes,semantic,entailment,1
203,MA,4,Some,DAEBC-1,Puzzle-Some,2--3,yes,correct,truthconditional,1
203,MA,5,Some,DAEBC-1,Square-Some,0--3,no,correct,truthconditional,1
203,MA,6,Some,DAEBC-1,House-Some,0--3,no,correct,truthconditional,1
203,MA,7,Some,DAEBC-1,Balloon-Some,0--3,no,correct,truthconditional,1
203,MA,8,Some,DAEBC-1,Flower-Some,0--3,no,correct,truthconditional,1
203,MA,9,Some,DAEBC-1,Lock-Some,2--3,yes,correct,truthconditional,1
203,MA,10,Some,DAEBC-1,Star-Some,3--3,yes,semantic,entailment,1
203,MA,11,Some,DAEBC-1,Circle-Some,2--3,yes,correct,truthconditional,1
203,MA,12,Some,DAEBC-1,Tree-Some,2--3,yes,correct,truthconditional,1
203,MA,13,All,DAEBC-1,Cloud-All,2--3,yes,wrong,truthconditional,0
203,MA,14,All,DAEBC-1,Boat-All,3--3,yes,correct,truthconditional,1
203,MA,15,All,DAEBC-1,Bulb-All,0--3,no,correct,truthconditional,1
203,MA,16,All,DAEBC-1,Heart-All,2--3,yes,wrong,truthconditional,0
203,MA,17,All,DAEBC-1,Circle-All,2--3,yes,wrong,truthconditional,0
203,MA,18,All,DAEBC-1,Key-All,3--3,yes,correct,truthconditional,1
203,MA,19,All,DAEBC-1,Puzzle-All,0--3,no,correct,truthconditional,1
203,MA,20,All,DAEBC-1,Camera-All,0--3,no,correct,truthconditional,1
203,MA,21,All,DAEBC-1,Flag-All,0--3,no,correct,truthconditional,1
203,MA,22,All,DAEBC-1,Square-All,2--3,yes,wrong,truthconditional,0
203,MA,23,All,DAEBC-1,Tree-All,3--3,yes,correct,truthconditional,1
203,MA,24,All,DAEBC-1,Flower-All,3--3,yes,correct,truthconditional,1
203,MA,25,Two,DAEBC-1,Ring-Two,0--3,no,correct,truthconditional,1
203,MA,26,Two,DAEBC-1,Flowerpot-Two,3--3,no,pragmatic,entailment,0
203,MA,27,Two,DAEBC-1,Arrow-Two,0--3,no,correct,truthconditional,1
203,MA,28,Two,DAEBC-1,Flag-Two,3--3,no,pragmatic,entailment,0
203,MA,29,Two,DAEBC-1,Balloon-Two,2--3,yes,correct,truthconditional,1
203,MA,30,Two,DAEBC-1,Tree-Two,2--3,yes,correct,truthconditional,1
203,MA,31,Two,DAEBC-1,Ball-Two,2--3,yes,correct,truthconditional,1
203,MA,32,Two,DAEBC-1,Lock-Two,3--3,no,pragmatic,entailment,0
203,MA,33,Two,DAEBC-1,Smile-Two,0--3,no,correct,truthconditional,1
203,MA,34,Two,DAEBC-1,Triangle-Two,0--3,no,correct,truthconditional,1
203,MA,35,Two,DAEBC-1,Cloud-Two,3--3,no,pragmatic,entailment,0
203,MA,36,Two,DAEBC-1,Cross-Two,2--3,yes,correct,truthconditional,1
203,MA,37,Not All,DAEBC-1,Flower-Not All,2--3,yes,correct,truthconditional,1
203,MA,38,Not All,DAEBC-1,Heart-Not All,0--3,no,pragmatic,entailment,0
203,MA,39,Not All,DAEBC-1,Phone-Not All,0--3,no,pragmatic,entailment,0
203,MA,40,Not All,DAEBC-1,Triangle-Not All,2--3,yes,correct,truthconditional,1
203,MA,41,Not All,DAEBC-1,Doughnut-Not All,2--3,yes,correct,truthconditional,1
203,MA,42,Not All,DAEBC-1,Kite-Not All,3--3,no,correct,truthconditional,1
203,MA,43,Not All,DAEBC-1,Star-Not All,0--3,no,pragmatic,entailment,0
203,MA,44,Not All,DAEBC-1,Ball-Not All,0--3,no,pragmatic,entailment,0
203,MA,45,Not All,DAEBC-1,Cup-Not All,3--3,no,correct,truthconditional,1
203,MA,46,Not All,DAEBC-1,Icecream-Not All,3--3,no,correct,truthconditional,1
203,MA,47,Not All,DAEBC-1,Cake-Not All,2--3,yes,correct,truthconditional,1
203,MA,48,Not All,DAEBC-1,Smile-Not All,3--3,no,correct,truthconditional,1
203,MA,49,Or,DAEBC-1,Triangle-circle-Or,Neither,no,correct,truthconditional,1
203,MA,50,Or,DAEBC-1,Lightbulb-Or,Either,yes,correct,truthconditional,1
203,MA,51,Or,DAEBC-1,Boat-Or,Either,yes,correct,truthconditional,1
203,MA,52,Or,DAEBC-1,Cup-cake-Or,Neither,no,correct,truthconditional,1
203,MA,53,Or,DAEBC-1,Flowerpot-house-Or,Both,yes,semantic,entailment,1
203,MA,54,Or,DAEBC-1,Smile-Or,Either,yes,correct,truthconditional,1
203,MA,55,Or,DAEBC-1,Smile-heart-Or,Both,yes,semantic,entailment,1
203,MA,56,Or,DAEBC-1,Key-doughnut-Or,Neither,no,correct,truthconditional,1
203,MA,57,Or,DAEBC-1,Arrow-tree-Or,Both,yes,semantic,entailment,1
203,MA,58,Or,DAEBC-1,Ring-Or,Either,yes,correct,truthconditional,1
203,MA,59,Or,DAEBC-1,Phone-cross-Or,Both,yes,semantic,entailment,1
203,MA,60,Or,DAEBC-1,Icecream-sun-Or,Neither,no,correct,truthconditional,1
204,MA,1,Some,DAEBC-2,Puzzle-Some,2--3,yes,correct,truthconditional,1
204,MA,2,Some,DAEBC-2,Camera-Some,3--3,yes,semantic,entailment,1
204,MA,3,Some,DAEBC-2,Balloon-Some,0--3,no,correct,truthconditional,1
204,MA,4,Some,DAEBC-2,Circle-Some,2--3,yes,correct,truthconditional,1
204,MA,5,Some,DAEBC-2,Star-Some,3--3,yes,semantic,entailment,1
204,MA,6,Some,DAEBC-2,Square-Some,0--3,no,correct,truthconditional,1
204,MA,7,Some,DAEBC-2,House-Some,0--3,no,correct,truthconditional,1
204,MA,8,Some,DAEBC-2,Lock-Some,2--3,yes,correct,truthconditional,1
204,MA,9,Some,DAEBC-2,Sun-Some,3--3,yes,semantic,entailment,1
204,MA,10,Some,DAEBC-2,Moon-Some,3--3,yes,semantic,entailment,1
204,MA,11,Some,DAEBC-2,Tree-Some,2--3,yes,correct,truthconditional,1
204,MA,12,Some,DAEBC-2,Flower-Some,0--3,no,correct,truthconditional,1
204,MA,13,All,DAEBC-2,Square-All,2--3,no,correct,truthconditional,1
204,MA,14,All,DAEBC-2,Flower-All,3--3,yes,correct,truthconditional,1
204,MA,15,All,DAEBC-2,Flag-All,0--3,no,correct,truthconditional,1
204,MA,16,All,DAEBC-2,Puzzle-All,0--3,no,correct,truthconditional,1
204,MA,17,All,DAEBC-2,Tree-All,3--3,yes,correct,truthconditional,1
204,MA,18,All,DAEBC-2,Circle-All,2--3,no,correct,truthconditional,1
204,MA,19,All,DAEBC-2,Camera-All,0--3,no,correct,truthconditional,1
204,MA,20,All,DAEBC-2,Cloud-All,2--3,no,correct,truthconditional,1
204,MA,21,All,DAEBC-2,Heart-All,2--3,no,correct,truthconditional,1
204,MA,22,All,DAEBC-2,Lightbulb-Or,0--3,no,correct,truthconditional,1
204,MA,23,All,DAEBC-2,Key-All,3--3,yes,correct,truthconditional,1
204,MA,24,All,DAEBC-2,Boat-All,3--3,yes,correct,truthconditional,1
204,MA,25,Two,DAEBC-2,Flowerpot-Two,3--3,no,pragmatic,entailment,0
204,MA,26,Two,DAEBC-2,Cloud-Two,3--3,no,pragmatic,entailment,0
204,MA,27,Two,DAEBC-2,Smile-Two,0--3,no,correct,truthconditional,1
204,MA,28,Two,DAEBC-2,Cross-Two,2--3,yes,correct,truthconditional,1
204,MA,29,Two,DAEBC-2,Tree-Two,2--3,yes,correct,truthconditional,1
204,MA,30,Two,DAEBC-2,Balloon-Two,2--3,yes,correct,truthconditional,1
204,MA,31,Two,DAEBC-2,Arrow-Two,0--3,no,correct,truthconditional,1
204,MA,32,Two,DAEBC-2,Ring-Two,0--3,no,correct,truthconditional,1
204,MA,33,Two,DAEBC-2,Lock-Two,3--3,no,pragmatic,entailment,0
204,MA,34,Two,DAEBC-2,Flag-Two,3--3,no,pragmatic,entailment,0
204,MA,35,Two,DAEBC-2,Triangle-Two,0--3,no,correct,truthconditional,1
204,MA,36,Two,DAEBC-2,Ball-Two,2--3,yes,correct,truthconditional,1
204,MA,37,Not All,DAEBC-2,Cup-Not All,3--3,no,correct,truthconditional,1
204,MA,38,Not All,DAEBC-2,Cake-Not All,2--3,yes,correct,truthconditional,1
204,MA,39,Not All,DAEBC-2,Star-Not All,0--3,yes,semantic,entailment,1
204,MA,40,Not All,DAEBC-2,Triangle-Not All,2--3,yes,correct,truthconditional,1
204,MA,41,Not All,DAEBC-2,Kite-Not All,3--3,no,correct,truthconditional,1
204,MA,42,Not All,DAEBC-2,Smile-Not All,3--3,no,correct,truthconditional,1
204,MA,43,Not All,DAEBC-2,Heart-Not All,0--3,yes,semantic,entailment,1
204,MA,44,Not All,DAEBC-2,Flower-Not All,2--3,yes,correct,truthconditional,1
204,MA,45,Not All,DAEBC-2,Ball-Not All,0--3,yes,semantic,entailment,1
204,MA,46,Not All,DAEBC-2,Icecream-Not All,3--3,no,correct,truthconditional,1
204,MA,47,Not All,DAEBC-2,Phone-Not All,0--3,yes,semantic,entailment,1
204,MA,48,Not All,DAEBC-2,Doughnut-Not All,2--3,yes,correct,truthconditional,1
204,MA,49,Or,DAEBC-2,Smile-heart-Or,Both,yes,semantic,entailment,1
204,MA,50,Or,DAEBC-2,Boat-Or,Either,yes,correct,truthconditional,1
204,MA,51,Or,DAEBC-2,Triangle-circle-Or,Neither,no,correct,truthconditional,1
204,MA,52,Or,DAEBC-2,Arrow-tree-Or,Both,yes,semantic,entailment,1
204,MA,53,Or,DAEBC-2,Ring-Or,Either,yes,correct,truthconditional,1
204,MA,54,Or,DAEBC-2,Lightbulb-Or,Either,yes,correct,truthconditional,1
204,MA,55,Or,DAEBC-2,Cup-cake-Or,Neither,no,correct,truthconditional,1
204,MA,56,Or,DAEBC-2,Phone-cross-Or,Both,yes,semantic,entailment,1
204,MA,57,Or,DAEBC-2,Icecream-sun-Or,Neither,no,correct,truthconditional,1
204,MA,58,Or,DAEBC-2,Flowerpot-house-Or,Both,yes,semantic,entailment,1
204,MA,59,Or,DAEBC-2,Key-doughnut-Or,Neither,no,correct,truthconditional,1
204,MA,60,Or,DAEBC-2,Smile-Or,Either,yes,correct,truthconditional,1
205,MA,1,Some,DAEBC-1,Camera-Some,3--3,yes,semantic,entailment,1
205,MA,2,Some,DAEBC-1,Moon-Some,3--3,yes,semantic,entailment,1
205,MA,3,Some,DAEBC-1,Sun-Some,3--3,yes,semantic,entailment,1
205,MA,4,Some,DAEBC-1,Puzzle-Some,2--3,yes,correct,truthconditional,1
205,MA,5,Some,DAEBC-1,Square-Some,0--3,no,correct,truthconditional,1
205,MA,6,Some,DAEBC-1,House-Some,0--3,no,correct,truthconditional,1
205,MA,7,Some,DAEBC-1,Balloon-Some,0--3,no,correct,truthconditional,1
205,MA,8,Some,DAEBC-1,Flower-Some,0--3,no,correct,truthconditional,1
205,MA,9,Some,DAEBC-1,Lock-Some,2--3,yes,correct,truthconditional,1
205,MA,10,Some,DAEBC-1,Star-Some,3--3,yes,semantic,entailment,1
205,MA,11,Some,DAEBC-1,Circle-Some,2--3,yes,correct,truthconditional,1
205,MA,12,Some,DAEBC-1,Tree-Some,2--3,yes,correct,truthconditional,1
205,MA,13,All,DAEBC-1,Cloud-All,2--3,no,correct,truthconditional,1
205,MA,14,All,DAEBC-1,Boat-All,3--3,yes,correct,truthconditional,1
205,MA,15,All,DAEBC-1,Bulb-All,0--3,no,correct,truthconditional,1
205,MA,16,All,DAEBC-1,Heart-All,2--3,no,correct,truthconditional,1
205,MA,17,All,DAEBC-1,Circle-All,2--3,no,correct,truthconditional,1
205,MA,18,All,DAEBC-1,Key-All,3--3,yes,correct,truthconditional,1
205,MA,19,All,DAEBC-1,Puzzle-All,0--3,no,correct,truthconditional,1
205,MA,20,All,DAEBC-1,Camera-All,0--3,no,correct,truthconditional,1
205,MA,21,All,DAEBC-1,Flag-All,0--3,no,correct,truthconditional,1
205,MA,22,All,DAEBC-1,Square-All,2--3,no,correct,truthconditional,1
205,MA,23,All,DAEBC-1,Tree-All,3--3,yes,correct,truthconditional,1
205,MA,24,All,DAEBC-1,Flower-All,3--3,yes,correct,truthconditional,1
205,MA,25,Two,DAEBC-1,Ring-Two,0--3,no,correct,truthconditional,1
205,MA,26,Two,DAEBC-1,Flowerpot-Two,3--3,no,pragmatic,entailment,0
205,MA,27,Two,DAEBC-1,Arrow-Two,0--3,no,correct,truthconditional,1
205,MA,28,Two,DAEBC-1,Flag-Two,3--3,no,pragmatic,entailment,0
205,MA,29,Two,DAEBC-1,Balloon-Two,2--3,yes,correct,truthconditional,1
205,MA,30,Two,DAEBC-1,Tree-Two,2--3,yes,correct,truthconditional,1
205,MA,31,Two,DAEBC-1,Ball-Two,2--3,yes,correct,truthconditional,1
205,MA,32,Two,DAEBC-1,Lock-Two,3--3,no,pragmatic,entailment,0
205,MA,33,Two,DAEBC-1,Smile-Two,0--3,no,correct,truthconditional,1
205,MA,34,Two,DAEBC-1,Triangle-Two,0--3,no,correct,truthconditional,1
205,MA,35,Two,DAEBC-1,Cloud-Two,3--3,no,pragmatic,entailment,0
205,MA,36,Two,DAEBC-1,Cross-Two,2--3,yes,correct,truthconditional,1
205,MA,37,Not All,DAEBC-1,Flower-Not All,2--3,no,wrong,truthconditional,0
205,MA,38,Not All,DAEBC-1,Heart-Not All,0--3,no,pragmatic,entailment,0
205,MA,39,Not All,DAEBC-1,Phone-Not All,0--3,no,pragmatic,entailment,0
205,MA,40,Not All,DAEBC-1,Triangle-Not All,2--3,yes,correct,truthconditional,1
205,MA,41,Not All,DAEBC-1,Doughnut-Not All,2--3,yes,correct,truthconditional,1
205,MA,42,Not All,DAEBC-1,Kite-Not All,3--3,no,correct,truthconditional,1
205,MA,43,Not All,DAEBC-1,Star-Not All,0--3,no,pragmatic,entailment,0
205,MA,44,Not All,DAEBC-1,Ball-Not All,0--3,no,pragmatic,entailment,0
205,MA,45,Not All,DAEBC-1,Cup-Not All,3--3,no,correct,truthconditional,1
205,MA,46,Not All,DAEBC-1,Icecream-Not All,3--3,no,correct,truthconditional,1
205,MA,47,Not All,DAEBC-1,Cake-Not All,2--3,yes,correct,truthconditional,1
205,MA,48,Not All,DAEBC-1,Smile-Not All,3--3,no,correct,truthconditional,1
205,MA,49,Or,DAEBC-1,Triangle-circle-Or,Neither,no,correct,truthconditional,1
205,MA,50,Or,DAEBC-1,Lightbulb-Or,Either,yes,correct,truthconditional,1
205,MA,51,Or,DAEBC-1,Boat-Or,Either,yes,correct,truthconditional,1
205,MA,52,Or,DAEBC-1,Cup-cake-Or,Neither,no,correct,truthconditional,1
205,MA,53,Or,DAEBC-1,Flowerpot-house-Or,Both,yes,semantic,entailment,1
205,MA,54,Or,DAEBC-1,Smile-Or,Either,yes,correct,truthconditional,1
205,MA,55,Or,DAEBC-1,Smile-heart-Or,Both,yes,semantic,entailment,1
205,MA,56,Or,DAEBC-1,Key-doughnut-Or,Neither,no,correct,truthconditional,1
205,MA,57,Or,DAEBC-1,Arrow-tree-Or,Both,yes,semantic,entailment,1
205,MA,58,Or,DAEBC-1,Ring-Or,Either,yes,correct,truthconditional,1
205,MA,59,Or,DAEBC-1,Phone-cross-Or,Both,yes,semantic,entailment,1
205,MA,60,Or,DAEBC-1,Icecream-sun-Or,Neither,no,correct,truthconditional,1
206,MA,1,Some,DAEBC-2,Puzzle-Some,2--3,yes,correct,truthconditional,1
206,MA,2,Some,DAEBC-2,Camera-Some,3--3,no,pragmatic,entailment,0
206,MA,3,Some,DAEBC-2,Balloon-Some,0--3,no,correct,truthconditional,1
206,MA,4,Some,DAEBC-2,Circle-Some,2--3,yes,correct,truthconditional,1
206,MA,5,Some,DAEBC-2,Star-Some,3--3,no,pragmatic,entailment,0
206,MA,6,Some,DAEBC-2,Square-Some,0--3,no,correct,truthconditional,1
206,MA,7,Some,DAEBC-2,House-Some,0--3,no,correct,truthconditional,1
206,MA,8,Some,DAEBC-2,Lock-Some,2--3,yes,correct,truthconditional,1
206,MA,9,Some,DAEBC-2,Sun-Some,3--3,no,pragmatic,entailment,0
206,MA,10,Some,DAEBC-2,Moon-Some,3--3,no,pragmatic,entailment,0
206,MA,11,Some,DAEBC-2,Tree-Some,2--3,yes,correct,truthconditional,1
206,MA,12,Some,DAEBC-2,Flower-Some,0--3,no,correct,truthconditional,1
206,MA,13,All,DAEBC-2,Square-All,2--3,no,correct,truthconditional,1
206,MA,14,All,DAEBC-2,Flower-All,3--3,yes,correct,truthconditional,1
206,MA,15,All,DAEBC-2,Flag-All,0--3,no,correct,truthconditional,1
206,MA,16,All,DAEBC-2,Puzzle-All,0--3,no,correct,truthconditional,1
206,MA,17,All,DAEBC-2,Tree-All,3--3,yes,correct,truthconditional,1
206,MA,18,All,DAEBC-2,Circle-All,2--3,no,correct,truthconditional,1
206,MA,19,All,DAEBC-2,Camera-All,0--3,no,correct,truthconditional,1
206,MA,20,All,DAEBC-2,Cloud-All,2--3,no,correct,truthconditional,1
206,MA,21,All,DAEBC-2,Heart-All,2--3,no,correct,truthconditional,1
206,MA,22,All,DAEBC-2,Lightbulb-Or,0--3,no,correct,truthconditional,1
206,MA,23,All,DAEBC-2,Key-All,3--3,yes,correct,truthconditional,1
206,MA,24,All,DAEBC-2,Boat-All,3--3,yes,correct,truthconditional,1
206,MA,25,Two,DAEBC-2,Flowerpot-Two,3--3,no,pragmatic,entailment,0
206,MA,26,Two,DAEBC-2,Cloud-Two,3--3,no,pragmatic,entailment,0
206,MA,27,Two,DAEBC-2,Smile-Two,0--3,no,correct,truthconditional,1
206,MA,28,Two,DAEBC-2,Cross-Two,2--3,yes,correct,truthconditional,1
206,MA,29,Two,DAEBC-2,Tree-Two,2--3,yes,correct,truthconditional,1
206,MA,30,Two,DAEBC-2,Balloon-Two,2--3,yes,correct,truthconditional,1
206,MA,31,Two,DAEBC-2,Arrow-Two,0--3,no,correct,truthconditional,1
206,MA,32,Two,DAEBC-2,Ring-Two,0--3,no,correct,truthconditional,1
206,MA,33,Two,DAEBC-2,Lock-Two,3--3,no,pragmatic,entailment,0
206,MA,34,Two,DAEBC-2,Flag-Two,3--3,no,pragmatic,entailment,0
206,MA,35,Two,DAEBC-2,Triangle-Two,0--3,no,correct,truthconditional,1
206,MA,36,Two,DAEBC-2,Ball-Two,2--3,yes,correct,truthconditional,1
206,MA,37,Not All,DAEBC-2,Cup-Not All,3--3,no,correct,truthconditional,1
206,MA,38,Not All,DAEBC-2,Cake-Not All,2--3,yes,correct,truthconditional,1
206,MA,39,Not All,DAEBC-2,Star-Not All,0--3,no,pragmatic,entailment,0
206,MA,40,Not All,DAEBC-2,Triangle-Not All,2--3,yes,correct,truthconditional,1
206,MA,41,Not All,DAEBC-2,Kite-Not All,3--3,yes,wrong,truthconditional,0
206,MA,42,Not All,DAEBC-2,Smile-Not All,3--3,no,correct,truthconditional,1
206,MA,43,Not All,DAEBC-2,Heart-Not All,0--3,no,pragmatic,entailment,0
206,MA,44,Not All,DAEBC-2,Flower-Not All,2--3,yes,correct,truthconditional,1
206,MA,45,Not All,DAEBC-2,Ball-Not All,0--3,no,pragmatic,entailment,0
206,MA,46,Not All,DAEBC-2,Icecream-Not All,3--3,no,correct,truthconditional,1
206,MA,47,Not All,DAEBC-2,Phone-Not All,0--3,no,pragmatic,entailment,0
206,MA,48,Not All,DAEBC-2,Doughnut-Not All,2--3,yes,correct,truthconditional,1
206,MA,49,Or,DAEBC-2,Smile-heart-Or,Both,yes,semantic,entailment,1
206,MA,50,Or,DAEBC-2,Boat-Or,Either,yes,correct,truthconditional,1
206,MA,51,Or,DAEBC-2,Triangle-circle-Or,Neither,no,correct,truthconditional,1
206,MA,52,Or,DAEBC-2,Arrow-tree-Or,Both,no,pragmatic,entailment,0
206,MA,53,Or,DAEBC-2,Ring-Or,Either,yes,correct,truthconditional,1
206,MA,54,Or,DAEBC-2,Lightbulb-Or,Either,yes,correct,truthconditional,1
206,MA,55,Or,DAEBC-2,Cup-cake-Or,Neither,no,correct,truthconditional,1
206,MA,56,Or,DAEBC-2,Phone-cross-Or,Both,no,pragmatic,entailment,0
206,MA,57,Or,DAEBC-2,Icecream-sun-Or,Neither,no,correct,truthconditional,1
206,MA,58,Or,DAEBC-2,Flowerpot-house-Or,Both,no,pragmatic,entailment,0
206,MA,59,Or,DAEBC-2,Key-doughnut-Or,Neither,no,correct,truthconditional,1
206,MA,60,Or,DAEBC-2,Smile-Or,Either,yes,correct,truthconditional,1
207,MA,1,Some,DAEBC-1,Camera-Some,3--3,yes,semantic,entailment,1
207,MA,2,Some,DAEBC-1,Moon-Some,3--3,yes,semantic,entailment,1
207,MA,3,Some,DAEBC-1,Sun-Some,3--3,yes,semantic,entailment,1
207,MA,4,Some,DAEBC-1,Puzzle-Some,2--3,yes,correct,truthconditional,1
207,MA,5,Some,DAEBC-1,Square-Some,0--3,yes,wrong,truthconditional,0
207,MA,6,Some,DAEBC-1,House-Some,0--3,no,correct,truthconditional,1
207,MA,7,Some,DAEBC-1,Balloon-Some,0--3,no,correct,truthconditional,1
207,MA,8,Some,DAEBC-1,Flower-Some,0--3,yes,wrong,truthconditional,0
207,MA,9,Some,DAEBC-1,Lock-Some,2--3,no,wrong,truthconditional,0
207,MA,10,Some,DAEBC-1,Star-Some,3--3,no,pragmatic,entailment,0
207,MA,11,Some,DAEBC-1,Circle-Some,2--3,yes,correct,truthconditional,1
207,MA,12,Some,DAEBC-1,Tree-Some,2--3,no,wrong,truthconditional,0
207,MA,13,All,DAEBC-1,Cloud-All,2--3,no,correct,truthconditional,1
207,MA,14,All,DAEBC-1,Boat-All,3--3,yes,correct,truthconditional,1
207,MA,15,All,DAEBC-1,Bulb-All,0--3,no,correct,truthconditional,1
207,MA,16,All,DAEBC-1,Heart-All,2--3,no,correct,truthconditional,1
207,MA,17,All,DAEBC-1,Circle-All,2--3,no,correct,truthconditional,1
207,MA,18,All,DAEBC-1,Key-All,3--3,yes,correct,truthconditional,1
207,MA,19,All,DAEBC-1,Puzzle-All,0--3,no,correct,truthconditional,1
207,MA,20,All,DAEBC-1,Camera-All,0--3,no,correct,truthconditional,1
207,MA,21,All,DAEBC-1,Flag-All,0--3,no,correct,truthconditional,1
207,MA,22,All,DAEBC-1,Square-All,2--3,no,correct,truthconditional,1
207,MA,23,All,DAEBC-1,Tree-All,3--3,yes,correct,truthconditional,1
207,MA,24,All,DAEBC-1,Flower-All,3--3,yes,correct,truthconditional,1
207,MA,25,Two,DAEBC-1,Ring-Two,0--3,no,correct,truthconditional,1
207,MA,26,Two,DAEBC-1,Flowerpot-Two,3--3,no,pragmatic,entailment,0
207,MA,27,Two,DAEBC-1,Arrow-Two,0--3,no,correct,truthconditional,1
207,MA,28,Two,DAEBC-1,Flag-Two,3--3,yes,semantic,entailment,1
207,MA,29,Two,DAEBC-1,Balloon-Two,2--3,no,wrong,truthconditional,0
207,MA,30,Two,DAEBC-1,Tree-Two,2--3,no,wrong,truthconditional,0
207,MA,31,Two,DAEBC-1,Ball-Two,2--3,no,wrong,truthconditional,0
207,MA,32,Two,DAEBC-1,Lock-Two,3--3,no,pragmatic,entailment,0
207,MA,33,Two,DAEBC-1,Smile-Two,0--3,yes,wrong,truthconditional,0
207,MA,34,Two,DAEBC-1,Triangle-Two,0--3,no,correct,truthconditional,1
207,MA,35,Two,DAEBC-1,Cloud-Two,3--3,yes,semantic,entailment,1
207,MA,36,Two,DAEBC-1,Cross-Two,2--3,yes,correct,truthconditional,1
207,MA,37,Not All,DAEBC-1,Flower-Not All,2--3,no,wrong,truthconditional,0
207,MA,38,Not All,DAEBC-1,Heart-Not All,0--3,yes,semantic,entailment,1
207,MA,39,Not All,DAEBC-1,Phone-Not All,0--3,yes,semantic,entailment,1
207,MA,40,Not All,DAEBC-1,Triangle-Not All,2--3,no,wrong,truthconditional,0
207,MA,41,Not All,DAEBC-1,Doughnut-Not All,2--3,yes,correct,truthconditional,1
207,MA,42,Not All,DAEBC-1,Kite-Not All,3--3,yes,wrong,truthconditional,0
207,MA,43,Not All,DAEBC-1,Star-Not All,0--3,yes,semantic,entailment,1
207,MA,44,Not All,DAEBC-1,Ball-Not All,0--3,yes,semantic,entailment,1
207,MA,45,Not All,DAEBC-1,Cup-Not All,3--3,yes,wrong,truthconditional,0
207,MA,46,Not All,DAEBC-1,Icecream-Not All,3--3,yes,wrong,truthconditional,0
207,MA,47,Not All,DAEBC-1,Cake-Not All,2--3,yes,correct,truthconditional,1
207,MA,48,Not All,DAEBC-1,Smile-Not All,3--3,no,correct,truthconditional,1
207,MA,49,Or,DAEBC-1,Triangle-circle-Or,Neither,no,correct,truthconditional,1
207,MA,50,Or,DAEBC-1,Lightbulb-Or,Either,yes,correct,truthconditional,1
207,MA,51,Or,DAEBC-1,Boat-Or,Either,no,wrong,truthconditional,0
207,MA,52,Or,DAEBC-1,Cup-cake-Or,Neither,no,correct,truthconditional,1
207,MA,53,Or,DAEBC-1,Flowerpot-house-Or,Both,yes,semantic,entailment,1
207,MA,54,Or,DAEBC-1,Smile-Or,Either,yes,correct,truthconditional,1
207,MA,55,Or,DAEBC-1,Smile-heart-Or,Both,yes,semantic,entailment,1
207,MA,56,Or,DAEBC-1,Key-doughnut-Or,Neither,no,correct,truthconditional,1
207,MA,57,Or,DAEBC-1,Arrow-tree-Or,Both,no,pragmatic,entailment,0
207,MA,58,Or,DAEBC-1,Ring-Or,Either,no,wrong,truthconditional,0
207,MA,59,Or,DAEBC-1,Phone-cross-Or,Both,no,pragmatic,entailment,0
207,MA,60,Or,DAEBC-1,Icecream-sun-Or,Neither,yes,wrong,truthconditional,0
208,MA,1,Not All,BADCE-2,Cup-Not All,3--3,no,correct,truthconditional,1
208,MA,2,Not All,BADCE-2,Cake-Not All,2--3,yes,correct,truthconditional,1
208,MA,3,Not All,BADCE-2,Star-Not All,0--3,no,pragmatic,entailment,0
208,MA,4,Not All,BADCE-2,Triangle-Not All,2--3,yes,correct,truthconditional,1
208,MA,5,Not All,BADCE-2,Kite-Not All,3--3,no,correct,truthconditional,1
208,MA,6,Not All,BADCE-2,Smile-Not All,3--3,no,correct,truthconditional,1
208,MA,7,Not All,BADCE-2,Heart-Not All,0--3,no,pragmatic,entailment,0
208,MA,8,Not All,BADCE-2,Flower-Not All,2--3,yes,correct,truthconditional,1
208,MA,9,Not All,BADCE-2,Ball-Not All,0--3,no,pragmatic,entailment,0
208,MA,10,Not All,BADCE-2,Icecream-Not All,3--3,no,correct,truthconditional,1
208,MA,11,Not All,BADCE-2,Phone-Not All,0--3,no,pragmatic,entailment,0
208,MA,12,Not All,BADCE-2,Doughnut-Not All,2--3,yes,correct,truthconditional,1
208,MA,13,All,BADCE-2,Square-All,2--3,no,correct,truthconditional,1
208,MA,14,All,BADCE-2,Flower-All,3--3,yes,correct,truthconditional,1
208,MA,15,All,BADCE-2,Flag-All,0--3,no,correct,truthconditional,1
208,MA,16,All,BADCE-2,Puzzle-All,0--3,no,correct,truthconditional,1
208,MA,17,All,BADCE-2,Tree-All,3--3,yes,correct,truthconditional,1
208,MA,18,All,BADCE-2,Circle-All,2--3,no,correct,truthconditional,1
208,MA,19,All,BADCE-2,Camera-All,0--3,no,correct,truthconditional,1
208,MA,20,All,BADCE-2,Cloud-All,2--3,no,correct,truthconditional,1
208,MA,21,All,BADCE-2,Heart-All,2--3,no,correct,truthconditional,1
